Date,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),unknown_discharge (m³/s),Kushi_discharge (m³/s),Longai_discharge (m³/s),Singla_discharge (m³/s),pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),flooded
2019-11-15,28.6,19.9,23.5,0.0,0,2.44,4.1,36,3.02,1108.18,1474.71,98.08,4.83,1012.9,0.448,0.466,0.491,0.497,0
2019-11-16,27.4,18.9,22.7,0.0,0,2.12,3.7,36,2.95,1085.43,1447.77,96.27,4.75,1012.8,0.435,0.456,0.487,0.497,0
2019-11-17,26.6,18.8,22.3,0.0,0,1.96,4.3,106,2.66,1065.6,1418.06,94.5,4.68,1012.8,0.418,0.444,0.483,0.497,0
2019-11-18,26.4,18.2,22.0,0.0,0,2.28,4.8,93,2.93,1043.72,1392.16,92.76,4.61,1013.2,0.41,0.439,0.479,0.497,0
2019-11-19,25.8,18.1,21.4,0.0,0,2.41,5.1,92,2.76,1024.65,1366.73,91.26,4.53,1013.7,0.4,0.432,0.475,0.497,0
2019-11-20,26.2,15.7,20.8,0.0,0,2.25,5.1,67,2.83,1003.62,1341.77,89.78,4.47,1014.3,0.393,0.428,0.471,0.497,0
2019-11-21,26.5,15.7,20.6,0.0,0,2.13,4.5,35,2.92,985.28,1317.26,88.13,4.41,1014.5,0.383,0.421,0.468,0.496,0
2019-11-22,26.0,16.1,20.3,0.0,0,2.5,4.6,27,2.76,967.28,1293.2,86.7,4.35,1014.7,0.37,0.412,0.462,0.496,0
2019-11-23,25.4,15.8,20.1,0.0,0,2.02,3.8,16,2.58,949.6,1269.57,85.3,4.28,1014.1,0.363,0.407,0.458,0.496,0
2019-11-24,25.4,15.9,20.3,0.0,0,2.21,4.8,72,2.64,932.25,1249.26,84.11,4.24,1014.3,0.358,0.404,0.455,0.495,0
2019-11-25,26.6,16.8,21.1,0.0,0,2.08,4.1,29,2.6,915.22,1226.44,82.75,4.18,1014.7,0.349,0.399,0.452,0.495,0
2019-11-26,26.5,16.5,21.0,0.0,0,2.06,4.8,46,2.63,898.5,1206.81,81.41,4.11,1014.5,0.336,0.391,0.448,0.495,0
2019-11-27,27.3,16.6,21.4,0.0,0,2.36,4.0,45,2.81,884.12,1184.77,80.1,4.06,1014.6,0.322,0.382,0.443,0.494,0
2019-11-28,27.8,17.2,21.2,0.0,0,2.35,4.3,41,2.75,867.96,1165.81,78.98,4.01,1014.2,0.315,0.377,0.439,0.494,0
2019-11-29,27.5,16.9,20.9,0.0,0,2.3,4.6,47,2.78,852.1,1144.51,77.7,3.95,1013.9,0.309,0.373,0.436,0.494,0
2019-11-30,26.4,16.6,20.4,0.0,0,2.45,4.2,50,2.67,838.46,1126.2,76.62,3.91,1013.8,0.302,0.369,0.434,0.493,0
2019-12-01,26.7,15.9,20.6,0.0,0,2.42,4.6,54,2.69,823.14,1108.18,75.38,3.86,1015.0,0.292,0.363,0.43,0.493,0
2019-12-02,24.8,14.6,19.4,0.0,0,2.1,4.3,86,2.35,809.96,1090.44,74.16,3.81,1014.7,0.288,0.361,0.428,0.492,0
2019-12-03,24.6,14.3,18.7,0.0,0,2.33,4.5,85,2.53,795.16,1072.99,73.13,3.76,1015.2,0.287,0.361,0.426,0.492,0
2019-12-04,25.6,13.9,18.9,0.0,0,2.72,5.0,61,2.6,782.43,1055.82,72.11,3.72,1016.7,0.283,0.358,0.424,0.491,0
2019-12-05,27.7,13.2,19.5,0.0,0,3.41,7.2,71,2.98,769.9,1038.92,71.11,3.67,1017.9,0.284,0.359,0.423,0.491,0
2019-12-06,27.2,13.3,19.6,0.0,0,3.61,7.4,70,3.04,759.33,1024.65,70.12,3.62,1017.9,0.288,0.361,0.422,0.491,0
2019-12-07,27.4,13.3,20.0,0.0,0,3.7,7.6,67,2.96,747.17,1008.25,69.15,3.58,1016.3,0.285,0.358,0.42,0.49,0
2019-12-08,26.2,14.5,19.5,0.0,0,2.66,5.6,69,2.76,735.21,994.41,68.34,3.55,1016.5,0.282,0.357,0.419,0.49,0
2019-12-09,25.6,13.7,19.5,0.0,0,2.43,4.6,40,2.63,725.11,980.75,67.39,3.5,1015.8,0.285,0.359,0.419,0.489,0
2019-12-10,24.6,13.9,19.2,0.0,0,2.28,4.3,76,2.51,715.14,967.28,66.61,3.47,1014.0,0.291,0.362,0.421,0.489,0
2019-12-11,23.6,13.6,18.5,0.3,3,2.4,4.7,51,2.3,705.32,953.99,65.83,3.43,1014.2,0.294,0.362,0.42,0.488,0
2019-12-12,24.5,13.2,18.3,0.0,0,2.16,3.7,21,2.47,695.63,940.89,65.07,3.4,1015.6,0.291,0.36,0.419,0.488,0
2019-12-13,25.4,13.5,18.7,0.0,0,2.58,5.8,57,2.53,686.07,930.11,64.46,3.36,1017.2,0.289,0.358,0.418,0.488,0
2019-12-14,25.3,13.1,18.5,0.0,0,2.51,4.0,36,2.5,676.64,917.33,63.71,3.32,1016.8,0.286,0.357,0.416,0.487,0
2019-12-15,24.7,12.9,18.4,0.0,0,2.62,5.3,37,2.47,665.81,888.2,63.12,3.29,1016.0,0.285,0.356,0.416,0.487,0
2019-12-16,22.5,13.5,17.5,0.0,0,2.1,4.4,16,1.41,658.17,869.96,62.53,3.25,1016.0,0.283,0.354,0.414,0.487,0
2019-12-17,23.6,12.6,17.6,0.0,0,2.06,4.5,57,2.23,649.13,858.01,61.95,3.22,1016.6,0.28,0.352,0.412,0.486,0
2019-12-18,24.2,12.3,17.2,0.0,0,2.21,4.9,305,2.52,641.69,848.18,61.37,3.19,1016.4,0.28,0.351,0.411,0.486,0
2019-12-19,22.6,12.6,16.7,0.0,0,2.35,4.6,260,2.24,635.8,836.53,60.8,3.16,1014.4,0.29,0.356,0.413,0.485,0
2019-12-20,21.4,11.9,16.2,0.0,0,2.19,4.2,262,1.82,628.51,828.85,60.38,3.12,1014.2,0.292,0.356,0.413,0.485,0
2019-12-21,20.9,11.5,15.2,0.0,0,2.13,4.1,190,2.0,621.3,819.35,59.81,3.09,1015.1,0.304,0.36,0.414,0.485,0
2019-12-22,21.2,12.1,15.7,0.0,0,2.11,4.5,90,2.07,615.59,809.96,59.39,3.06,1015.2,0.313,0.365,0.416,0.484,0
2019-12-23,21.6,11.9,16.0,0.0,0,2.0,4.1,62,1.87,609.94,802.53,58.84,3.03,1016.0,0.322,0.369,0.418,0.484,0
2019-12-24,20.6,11.4,14.9,0.0,0,2.33,4.7,179,2.06,604.34,793.33,58.43,3.02,1016.3,0.333,0.375,0.421,0.484,0
2019-12-25,21.2,11.2,15.4,0.0,0,2.28,4.7,51,2.24,601.56,806.24,58.02,2.98,1015.6,0.333,0.375,0.421,0.483,0
2019-12-26,22.2,11.1,15.5,0.0,0,2.26,4.9,46,2.31,596.04,808.1,57.61,2.95,1014.8,0.331,0.374,0.42,0.483,0
2019-12-27,19.5,11.6,15.2,4.4,9,2.85,5.3,56,1.5,593.29,802.53,57.48,2.94,1014.8,0.358,0.375,0.42,0.483,0
2019-12-28,22.4,9.9,15.7,0.0,0,2.12,5.2,44,2.35,590.56,798.83,57.34,2.92,1015.9,0.352,0.371,0.416,0.483,0
2019-12-29,24.4,9.9,16.0,0.0,0,2.92,6.6,69,2.54,587.84,795.16,56.94,2.91,1015.5,0.342,0.366,0.412,0.482,0
2019-12-30,25.2,10.0,17.7,0.0,0,3.1,6.6,66,2.69,585.14,789.68,56.54,2.87,1016.8,0.329,0.359,0.409,0.482,0
2019-12-31,25.7,12.1,18.3,0.0,0,4.0,8.1,78,2.79,579.76,784.24,56.15,2.86,1017.8,0.316,0.352,0.407,0.482,0
2020-01-01,24.6,14.1,18.7,0.0,0,4.21,8.3,84,1.98,575.77,777.04,55.75,2.83,1019.8,0.307,0.348,0.405,0.481,0
2020-01-02,25.9,14.7,19.6,0.7,3,2.45,5.6,73,2.38,571.8,771.68,55.62,2.81,1019.3,0.305,0.351,0.404,0.481,0
2020-01-03,18.4,15.2,17.0,18.0,20,4.53,8.0,41,0.64,573.12,769.9,56.41,2.81,1017.1,0.423,0.357,0.406,0.481,0
2020-01-04,21.3,15.8,18.1,0.3,3,2.2,4.5,108,1.41,569.16,731.82,56.68,2.83,1014.9,0.425,0.362,0.404,0.48,0
2020-01-05,19.0,13.3,16.0,1.9,9,2.02,4.9,323,0.66,574.44,718.45,56.28,2.81,1015.7,0.422,0.365,0.402,0.48,0
2020-01-06,21.2,11.2,15.6,0.0,0,2.43,5.4,64,2.08,573.12,713.5,55.62,2.78,1018.2,0.416,0.368,0.401,0.48,0
2020-01-07,20.4,11.5,14.9,0.0,0,2.42,4.9,63,2.07,567.85,703.69,55.1,2.75,1015.7,0.395,0.367,0.401,0.479,0
2020-01-08,21.2,12.2,16.2,0.0,0,2.06,3.8,351,2.15,562.64,692.43,54.59,2.72,1015.0,0.386,0.368,0.404,0.479,0
2020-01-09,19.0,12.4,15.5,3.6,7,2.51,5.9,4,0.96,557.47,689.24,54.21,2.72,1015.1,0.418,0.37,0.404,0.479,0
2020-01-10,22.1,12.1,16.5,0.1,1,2.06,3.5,289,2.22,549.81,667.34,53.83,2.69,1015.5,0.413,0.372,0.401,0.479,0
2020-01-11,22.0,12.5,16.6,0.2,2,2.3,5.7,169,2.14,543.5,650.63,53.45,2.66,1015.5,0.398,0.372,0.4,0.478,0
2020-01-12,22.9,13.0,16.8,0.0,0,2.3,4.5,124,2.22,539.75,641.69,53.08,2.62,1012.8,0.39,0.373,0.404,0.478,0
2020-01-13,22.2,13.0,16.7,0.0,0,2.5,4.2,17,2.03,536.03,634.33,52.7,2.6,1012.3,0.384,0.374,0.405,0.478,0
2020-01-14,22.2,13.4,16.8,0.0,0,2.27,4.9,128,2.04,537.27,658.17,52.46,2.6,1013.7,0.376,0.373,0.405,0.478,0
2020-01-15,23.2,12.3,17.0,0.0,0,2.24,4.0,48,2.47,534.8,667.34,52.09,2.56,1014.9,0.363,0.369,0.401,0.477,0
2020-01-16,23.9,12.8,17.3,0.0,0,2.43,3.7,57,2.43,531.11,664.27,51.84,2.56,1015.3,0.349,0.366,0.396,0.477,0
2020-01-17,25.6,13.2,18.6,0.0,0,2.39,4.1,41,2.67,528.66,659.69,51.6,2.53,1015.5,0.335,0.361,0.391,0.477,0
2020-01-18,25.4,14.0,19.0,0.0,0,2.51,4.9,71,2.68,525.02,655.15,51.36,2.5,1014.8,0.321,0.355,0.385,0.476,0
2020-01-19,25.0,14.4,19.4,0.0,0,2.82,5.8,281,2.58,522.6,652.13,51.12,2.5,1014.3,0.307,0.35,0.381,0.476,0
2020-01-20,22.1,11.7,17.5,0.7,2,2.25,6.5,283,1.74,521.4,653.64,50.76,2.47,1016.4,0.305,0.348,0.38,0.476,0
2020-01-21,21.6,10.8,15.6,0.0,0,2.16,4.7,304,2.61,519.0,650.63,50.64,2.47,1018.4,0.305,0.348,0.383,0.475,0
2020-01-22,21.6,9.3,14.9,0.0,0,2.82,6.3,338,2.56,516.61,644.65,50.4,2.44,1017.2,0.3,0.346,0.382,0.475,0
2020-01-23,21.4,11.0,15.6,0.2,1,3.55,7.0,319,2.58,514.23,641.69,50.17,2.44,1015.4,0.295,0.345,0.383,0.475,0
2020-01-24,21.4,9.3,15.1,0.0,0,2.66,5.7,3,2.56,511.86,640.21,49.93,2.42,1015.7,0.292,0.344,0.384,0.474,0
2020-01-25,22.1,9.7,15.7,0.0,0,2.43,5.0,346,2.72,509.5,635.8,49.7,2.4,1014.1,0.285,0.342,0.383,0.474,0
2020-01-26,22.1,10.8,15.7,0.0,0,2.94,6.3,221,2.7,507.16,632.87,49.58,2.39,1012.7,0.278,0.34,0.382,0.474,0
2020-01-27,21.0,11.2,15.5,0.0,0,2.47,6.0,83,2.38,505.99,631.41,49.35,2.37,1012.9,0.277,0.34,0.383,0.473,0
2020-01-28,22.5,10.8,15.9,0.0,0,2.5,4.6,42,2.71,503.66,628.51,49.12,2.36,1014.4,0.276,0.339,0.383,0.473,0
2020-01-29,23.5,10.8,17.3,0.0,0,2.24,5.6,76,2.69,502.5,625.61,49.0,2.34,1015.5,0.273,0.337,0.382,0.473,0
2020-01-30,24.0,14.1,18.6,0.3,2,2.19,5.0,59,2.7,503.66,632.87,48.89,2.34,1013.2,0.264,0.333,0.379,0.472,0
2020-01-31,23.0,14.5,18.0,1.5,7,2.28,8.2,102,2.15,503.66,637.26,48.77,2.33,1014.1,0.268,0.329,0.373,0.472,0
2020-02-01,23.2,11.3,17.4,0.1,1,2.6,5.7,234,2.69,502.5,635.8,48.77,2.33,1015.6,0.278,0.326,0.368,0.472,0
2020-02-02,22.4,9.6,15.7,0.0,0,3.27,7.1,261,2.96,500.19,631.41,48.66,2.31,1017.9,0.279,0.328,0.367,0.471,0
2020-02-03,21.9,9.2,15.1,0.0,0,2.34,5.5,90,2.84,499.03,628.51,48.43,2.31,1017.2,0.275,0.327,0.365,0.471,0
2020-02-04,23.0,10.2,16.8,0.0,0,2.62,6.1,229,2.96,497.88,625.61,48.32,2.3,1015.1,0.269,0.325,0.361,0.47,0
2020-02-05,23.7,12.1,17.5,0.0,0,3.49,7.3,212,3.1,495.59,622.73,48.09,2.28,1014.2,0.262,0.322,0.361,0.47,0
2020-02-06,24.2,10.8,16.9,0.0,0,3.11,6.0,112,3.25,494.45,621.3,47.98,2.27,1016.1,0.255,0.317,0.359,0.47,0
2020-02-07,23.8,11.3,17.9,0.0,0,2.64,5.6,102,3.12,488.78,617.02,47.53,2.25,1017.5,0.257,0.318,0.355,0.469,0
2020-02-08,24.1,13.1,18.8,0.1,1,2.22,5.1,359,2.59,483.17,612.76,47.19,2.22,1017.5,0.263,0.329,0.364,0.469,0
2020-02-09,25.5,12.5,18.5,0.3,2,2.21,4.5,92,2.8,479.84,605.74,46.97,2.21,1017.1,0.262,0.328,0.363,0.469,0
2020-02-10,25.2,12.2,18.2,0.0,0,2.24,4.8,319,3.17,478.73,601.56,46.86,2.18,1016.4,0.256,0.322,0.359,0.468,0
2020-02-11,25.3,12.6,19.0,0.0,0,2.31,5.3,221,3.22,477.63,598.79,46.75,2.17,1016.4,0.253,0.321,0.358,0.468,0
2020-02-12,26.1,14.5,19.7,0.0,0,2.32,5.9,199,3.32,475.43,596.04,46.53,2.16,1014.9,0.241,0.317,0.356,0.467,0
2020-02-13,25.6,13.3,19.1,0.0,0,3.04,6.8,224,3.2,474.34,594.66,46.42,2.16,1012.4,0.238,0.318,0.359,0.467,0
2020-02-14,24.8,12.6,19.3,0.0,0,2.69,6.4,15,3.34,473.24,593.29,46.32,2.14,1010.8,0.246,0.321,0.362,0.467,0
2020-02-15,23.8,16.2,19.3,1.8,9,2.28,5.7,69,2.2,473.24,594.66,46.21,2.14,1013.4,0.254,0.322,0.363,0.466,0
2020-02-16,26.4,15.6,20.4,0.0,0,2.21,4.6,56,2.98,472.15,593.29,46.1,2.13,1015.0,0.258,0.32,0.363,0.466,0
2020-02-17,26.7,14.9,20.6,0.0,0,2.69,5.6,282,3.41,469.98,587.84,45.88,2.11,1014.6,0.262,0.322,0.365,0.466,0
2020-02-18,26.2,15.6,20.0,0.0,0,2.67,5.8,20,3.42,469.98,586.49,45.77,2.11,1014.5,0.259,0.323,0.367,0.465,0
2020-02-19,26.6,15.2,20.0,0.0,0,3.18,6.8,47,3.31,468.89,585.14,45.67,2.09,1015.7,0.256,0.326,0.369,0.465,0
2020-02-20,26.5,14.3,20.0,0.0,0,2.43,5.8,34,3.18,467.81,583.79,45.56,2.09,1016.8,0.253,0.323,0.37,0.465,0
2020-02-21,28.8,14.4,20.7,0.0,0,2.6,4.3,24,3.55,466.74,581.1,45.45,2.09,1018.0,0.249,0.321,0.369,0.464,0
2020-02-22,28.8,15.1,21.2,0.0,0,2.64,4.2,5,3.15,457.14,575.77,44.6,2.03,1017.1,0.234,0.317,0.368,0.464,0
2020-02-23,29.1,16.2,21.2,0.0,0,2.37,4.9,343,3.25,444.66,562.64,44.08,1.99,1015.4,0.239,0.317,0.367,0.464,0
2020-02-24,28.4,16.3,22.1,0.0,0,2.22,7.1,11,3.47,439.55,553.63,43.87,1.97,1013.4,0.229,0.314,0.366,0.463,0
2020-02-25,28.7,16.9,21.9,2.0,6,3.88,7.8,328,2.72,440.57,556.19,43.87,1.95,1013.2,0.234,0.313,0.365,0.463,0
2020-02-26,24.5,14.5,19.3,6.1,5,2.45,8.3,85,2.27,441.59,560.05,44.19,1.95,1014.4,0.23,0.312,0.364,0.463,0
2020-02-27,25.1,13.7,19.4,0.0,0,2.31,5.3,14,3.25,444.66,561.34,44.39,1.97,1014.2,0.228,0.3,0.356,0.462,0
2020-02-28,28.4,13.7,20.7,0.0,0,2.52,5.4,32,3.67,446.71,560.05,44.29,1.97,1012.8,0.219,0.283,0.348,0.462,0
2020-02-29,29.6,15.3,21.9,0.0,0,2.7,5.6,14,4.05,445.68,558.76,44.08,1.97,1011.7,0.21,0.266,0.339,0.462,0
2020-03-01,30.1,15.5,22.5,0.0,0,3.2,7.2,309,4.09,444.66,554.9,43.87,1.95,1011.4,0.204,0.258,0.335,0.461,0
2020-03-02,29.8,16.4,23.3,0.0,0,3.89,8.6,246,4.22,442.61,551.08,43.77,1.94,1011.0,0.2,0.247,0.33,0.461,0
2020-03-03,29.2,17.7,22.8,0.0,0,4.12,8.4,80,3.83,441.59,549.81,43.67,1.94,1011.1,0.198,0.243,0.321,0.46,0
2020-03-04,29.7,17.1,23.2,1.4,2,2.8,6.2,31,3.86,442.61,556.19,43.57,1.94,1011.8,0.199,0.238,0.313,0.46,0
2020-03-05,29.3,18.6,23.3,6.8,8,3.41,9.0,15,3.63,441.59,556.19,43.46,1.94,1011.8,0.221,0.234,0.309,0.459,0
2020-03-06,27.8,17.0,21.5,1.8,6,3.14,6.9,95,2.61,442.61,557.47,43.67,1.94,1013.8,0.308,0.23,0.308,0.459,0
2020-03-07,23.5,16.9,20.1,0.9,5,2.12,4.3,82,1.48,446.71,567.85,43.98,1.94,1014.2,0.342,0.23,0.31,0.459,0
2020-03-08,26.1,18.0,21.5,1.4,5,2.52,9.6,133,2.54,446.71,567.85,43.77,1.94,1011.5,0.333,0.229,0.306,0.458,0
2020-03-09,27.3,14.8,21.1,0.0,0,3.52,7.1,281,3.61,435.52,556.19,42.95,1.9,1011.3,0.334,0.224,0.302,0.458,0
2020-03-10,28.9,15.0,21.3,0.0,0,3.31,6.8,221,4.03,423.62,537.27,42.35,1.84,1011.2,0.307,0.22,0.302,0.457,0
2020-03-11,29.0,15.1,22.0,0.0,0,3.69,8.0,90,4.18,418.76,525.02,42.15,1.84,1011.8,0.288,0.221,0.309,0.457,0
2020-03-12,31.1,17.0,24.1,0.0,0,3.35,7.5,19,4.34,416.83,521.4,41.95,1.81,1013.4,0.272,0.22,0.308,0.456,0
2020-03-13,32.8,18.1,24.7,0.0,0,2.72,5.7,342,4.34,419.73,517.8,42.25,1.84,1013.2,0.256,0.217,0.306,0.456,0
2020-03-14,34.0,18.6,26.0,0.0,0,3.4,7.0,285,4.28,426.56,523.81,42.45,1.84,1011.8,0.251,0.22,0.306,0.455,0
2020-03-15,32.7,19.6,25.7,0.0,0,3.8,8.3,244,4.47,427.55,527.45,42.35,1.84,1011.3,0.245,0.222,0.306,0.455,0
2020-03-16,32.2,17.2,24.6,0.0,0,4.2,8.4,240,4.75,426.56,526.23,42.25,1.84,1012.5,0.237,0.224,0.307,0.454,0
2020-03-17,31.2,17.1,23.9,0.0,0,4.97,9.9,253,4.78,425.58,523.81,42.15,1.84,1013.6,0.232,0.226,0.31,0.454,0
2020-03-18,31.1,16.5,23.3,0.0,0,4.56,9.1,268,4.69,425.58,522.6,42.05,1.81,1011.9,0.23,0.23,0.311,0.453,0
2020-03-19,30.8,16.7,23.5,0.0,0,3.88,8.2,270,4.67,426.56,523.81,42.15,1.84,1011.2,0.225,0.23,0.312,0.453,0
2020-03-20,28.7,17.8,23.2,0.1,1,2.6,5.6,27,2.82,427.55,526.23,42.15,1.84,1010.3,0.224,0.232,0.309,0.452,0
2020-03-21,31.5,17.7,23.8,0.0,0,4.21,8.8,43,4.76,428.54,527.45,42.15,1.84,1011.4,0.216,0.23,0.308,0.452,0
2020-03-22,28.0,17.8,22.4,0.2,2,2.69,7.9,358,3.47,429.53,531.11,42.15,1.84,1013.1,0.225,0.234,0.303,0.451,0
2020-03-23,30.1,17.3,23.9,0.3,3,3.41,8.0,166,4.4,429.53,529.88,42.05,1.81,1011.2,0.225,0.234,0.298,0.451,0
2020-03-24,30.2,18.6,24.1,0.0,0,3.21,7.8,80,4.19,429.53,529.88,41.95,1.81,1009.9,0.221,0.237,0.3,0.45,0
2020-03-25,32.5,18.6,25.7,0.0,0,3.4,7.4,212,4.9,427.55,527.45,41.85,1.81,1008.4,0.214,0.24,0.303,0.45,0
2020-03-26,33.3,20.3,27.1,0.0,0,4.31,8.7,202,4.91,427.55,527.45,41.76,1.81,1009.7,0.211,0.241,0.302,0.449,0
2020-03-27,34.7,21.3,28.1,0.0,0,3.22,7.7,244,5.22,426.56,525.02,41.66,1.81,1009.5,0.208,0.239,0.299,0.449,0
2020-03-28,35.3,22.0,28.7,0.0,0,5.68,10.9,242,5.92,423.62,517.8,41.46,1.78,1007.0,0.208,0.249,0.302,0.448,0
2020-03-29,34.7,19.5,27.5,0.0,0,4.75,10.0,254,6.12,426.56,526.23,41.66,1.78,1007.7,0.212,0.258,0.309,0.448,0
2020-03-30,34.1,18.4,26.0,0.0,0,4.55,9.2,272,5.88,431.51,537.27,41.85,1.81,1009.2,0.21,0.261,0.31,0.447,0
2020-03-31,34.0,18.0,25.6,0.0,0,4.52,8.9,285,5.76,434.51,543.5,41.85,1.81,1009.5,0.211,0.264,0.311,0.447,0
2020-04-01,34.1,17.9,26.2,0.0,0,3.96,8.4,266,5.73,434.51,544.76,41.95,1.81,1008.1,0.213,0.272,0.318,0.446,0
2020-04-02,34.7,20.1,26.4,3.8,4,5.51,14.1,30,4.62,434.51,546.02,42.55,1.81,1008.2,0.217,0.282,0.321,0.446,0
2020-04-03,32.8,20.3,26.6,7.5,8,4.07,10.6,219,4.43,436.52,552.35,43.26,1.84,1009.5,0.277,0.284,0.325,0.445,0
2020-04-04,33.6,20.7,26.5,2.9,1,4.44,9.6,271,5.41,436.52,553.63,43.16,1.84,1010.8,0.263,0.281,0.318,0.445,0
2020-04-05,33.8,19.8,26.6,0.1,1,4.1,10.4,253,4.93,435.52,551.08,42.85,1.84,1010.5,0.251,0.28,0.311,0.444,0
2020-04-06,33.7,21.3,26.6,0.0,0,3.95,9.2,276,4.9,434.51,548.54,42.55,1.84,1009.0,0.241,0.278,0.306,0.444,0
2020-04-07,35.6,22.2,27.6,0.7,2,7.57,14.1,286,5.11,432.51,544.76,42.35,1.84,1007.9,0.238,0.282,0.308,0.443,0
2020-04-08,33.9,20.7,26.8,1.8,4,4.85,9.6,9,4.76,434.51,558.76,42.25,1.81,1009.3,0.244,0.286,0.311,0.443,0
2020-04-09,34.9,21.5,27.4,0.2,2,3.55,7.7,185,5.22,434.51,567.85,42.15,1.81,1009.5,0.298,0.282,0.298,0.443,0
2020-04-10,34.1,21.4,26.9,0.7,1,4.46,10.4,11,4.93,434.51,567.85,42.05,1.81,1011.8,0.305,0.28,0.29,0.442,0
2020-04-11,34.8,21.8,28.0,0.0,0,4.88,8.8,342,5.12,434.51,567.85,41.95,1.81,1011.6,0.281,0.281,0.288,0.441,0
2020-04-12,34.8,20.5,27.4,0.0,0,3.55,7.8,272,5.62,433.51,566.54,41.85,1.81,1009.7,0.267,0.282,0.287,0.441,0
2020-04-13,35.3,21.1,28.3,0.0,0,2.42,6.1,287,5.6,432.51,565.24,41.66,1.81,1009.0,0.253,0.282,0.291,0.44,0
2020-04-14,34.5,21.9,28.1,0.0,0,2.06,6.4,232,4.53,431.51,562.64,41.56,1.81,1010.2,0.238,0.282,0.291,0.44,0
2020-04-15,34.5,22.3,28.0,0.0,0,3.18,10.0,96,4.36,432.51,563.94,41.66,1.81,1009.6,0.234,0.284,0.293,0.44,0
2020-04-16,32.4,21.6,26.8,14.9,5,3.31,8.3,35,4.89,437.53,579.76,43.67,1.84,1008.5,0.262,0.285,0.299,0.439,0
2020-04-17,27.5,21.0,23.4,16.4,18,3.35,12.8,44,2.31,446.71,608.54,46.42,1.9,1009.9,0.462,0.312,0.303,0.439,0
2020-04-18,26.5,20.7,23.3,13.9,11,3.96,13.6,24,1.68,451.9,644.65,48.43,1.97,1009.9,0.475,0.405,0.31,0.439,0
2020-04-19,29.3,21.2,25.5,0.1,1,2.8,5.8,358,3.81,448.78,643.17,46.75,1.97,1009.6,0.467,0.467,0.312,0.439,0
2020-04-20,29.3,21.1,25.1,12.3,6,3.44,7.6,12,3.21,444.66,621.3,45.24,1.94,1010.0,0.48,0.463,0.312,0.438,0
2020-04-21,30.0,20.1,24.4,0.2,2,4.41,10.3,70,3.71,444.66,612.76,45.56,1.94,1009.4,0.475,0.467,0.314,0.438,0
2020-04-22,27.4,19.9,22.9,8.5,6,3.81,10.4,54,3.27,444.66,614.18,45.67,1.94,1010.2,0.493,0.49,0.324,0.438,0
2020-04-23,29.3,20.7,24.7,0.3,2,2.42,5.9,59,3.65,444.66,615.59,45.34,1.94,1009.1,0.456,0.466,0.327,0.438,0
2020-04-24,28.7,21.2,24.1,15.4,13,3.13,6.9,76,3.22,453.99,637.26,50.29,2.03,1009.0,0.46,0.455,0.328,0.438,0
2020-04-25,27.2,20.5,23.8,5.2,9,3.75,7.9,77,3.61,462.45,659.69,51.0,2.09,1010.3,0.491,0.489,0.342,0.438,0
2020-04-26,28.7,21.7,24.8,5.0,10,3.75,8.4,95,3.99,460.32,653.64,49.47,2.09,1012.1,0.478,0.474,0.346,0.437,0
2020-04-27,29.5,21.8,25.4,4.0,7,2.24,6.7,83,4.24,456.09,638.73,47.42,2.06,1013.0,0.492,0.484,0.35,0.437,0
2020-04-28,30.5,21.4,25.1,6.2,9,2.63,6.4,77,3.9,453.99,628.51,47.19,2.03,1011.4,0.466,0.463,0.352,0.437,0
2020-04-29,28.9,21.3,24.7,9.4,14,2.47,6.7,87,4.04,456.09,631.41,47.98,2.03,1010.3,0.457,0.448,0.352,0.437,0
2020-04-30,28.7,21.0,24.6,1.1,4,3.13,7.3,95,3.98,457.14,634.33,47.19,2.03,1010.8,0.466,0.453,0.352,0.437,0
2020-05-01,30.5,22.2,26.0,0.0,0,1.75,4.4,66,4.41,456.09,628.51,45.77,1.97,1009.2,0.426,0.44,0.353,0.437,0
2020-05-02,31.1,21.9,25.8,2.0,4,2.86,6.7,51,3.75,456.09,621.3,45.24,1.97,1008.0,0.396,0.42,0.352,0.436,0
2020-05-03,31.1,22.9,26.6,3.6,13,2.06,5.5,121,4.56,457.14,621.3,45.03,1.94,1008.3,0.385,0.41,0.352,0.436,0
2020-05-04,29.7,22.9,26.3,6.0,10,2.1,6.7,99,4.05,457.14,621.3,44.71,1.9,1009.4,0.453,0.405,0.35,0.436,0
2020-05-05,30.3,23.4,26.4,11.3,11,1.58,7.7,85,3.97,457.14,624.17,44.71,1.9,1008.5,0.456,0.405,0.35,0.436,0
2020-05-06,29.8,23.1,25.7,3.7,12,1.93,8.0,73,3.18,460.32,629.96,45.13,1.9,1008.2,0.476,0.434,0.35,0.436,0
2020-05-07,30.8,22.5,26.2,0.6,5,2.53,5.9,21,4.53,461.38,632.87,44.92,1.9,1008.0,0.449,0.448,0.351,0.436,0
